match_id,inning,total_runs,is_wicket,over,team1,team2,toss_winner,venue,batting_strength,bowling_strength,target_score
734039,1,-1.5765022617195177,0.03021989426077607,-0.7855376180635095,Punjab Kings,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",-1.1826083353322794,-0.8199096937833075,-1.5765022617195177
734041,1,0.7314703894057515,0.03021989426077607,0.16177922310338594,Mumbai Indians,Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",1.0186383891560833,0.7628572148842713,0.7314703894057515
734043,1,-0.07943892044907282,0.03021989426077607,0.16177922310338594,Punjab Kings,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",-1.1826083353322794,0.8385402325786546,-0.07943892044907282
734045,1,0.23244927564893653,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",1.1548717882113313,0.9877133236792895,0.23244927564893653
734047,1,1.885456714968386,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mumbai",1.1548717882113313,-1.2848415563679223,1.885456714968386
734049,1,1.0433585855037608,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",0.8741460466168111,-1.2848415563679223,1.0433585855037608
829705,1,0.07650517759993186,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",0.8741460466168111,0.9877133236792895,0.07650517759993186
829707,1,-0.484893575376485,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Delhi Capitals,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",1.1548717882113313,-0.8199096937833075,-0.484893575376485
829709,1,-0.11062774005887374,0.03021989426077607,0.16177922310338594,Punjab Kings,Rajasthan Royals,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",-1.1826083353322794,0.7628572148842713,-0.11062774005887374
829711,1,1.3552467816017701,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",1.1548717882113313,-0.059646599420722396,1.3552467816017701
829713,1,0.3572045540881403,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",0.8741460466168111,-1.635659995621107,0.3572045540881403
